# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	960540	963538	+	XM_002866872.1		XP_002866918.1	permease		9302990	ARALYDRAFT_912521	2166	2166	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	960562	963518	+	XP_002866918.1		XM_002866872.1	permease		9302990	ARALYDRAFT_912521	2124	707	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1251184	1252735	-	XM_002868938.1		XP_002868984.1	peroxidase ATP9a		9305055	ARALYDRAFT_490867	1162	1162	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1251303	1252619	-	XP_002868984.1		XM_002868938.1	peroxidase ATP9a		9305055	ARALYDRAFT_490867	984	327	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1400391	1406273	+	XM_002866914.1		XP_002866960.1	hypothetical protein		9303032	ARALYDRAFT_490893	3463	3463	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1400491	1404837	+	XP_002866960.1		XM_002866914.1	hypothetical protein		9303032	ARALYDRAFT_490893	2481	826	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1662518	1663589	-	XM_002868973.1		XP_002869019.1	transcription factor		9305090	ARALYDRAFT_353160	963	963	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1662518	1663589	-	XP_002869019.1		XM_002868973.1	transcription factor		9305090	ARALYDRAFT_353160	963	320	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1791797	1793026	-	XM_002868987.1		XP_002869033.1	predicted protein		9303081	ARALYDRAFT_656340	915	915	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1791797	1793026	-	XP_002869033.1		XM_002868987.1	hypothetical protein		9303081	ARALYDRAFT_656340	915	304	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1841761	1843025	+	XM_002866971.1		XP_002867017.1	ribosomal protein L12 family protein		9303089	ARALYDRAFT_490994	871	871	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1841812	1842351	+	XP_002867017.1		XM_002866971.1	ribosomal protein L12 family protein		9303089	ARALYDRAFT_490994	540	179	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1950431	1954145	+	XM_002866985.1		XP_002867031.1	hypothetical protein		9305113	ARALYDRAFT_491015	3636	3636	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	1950553	1954030	+	XP_002867031.1		XM_002866985.1	hypothetical protein		9305113	ARALYDRAFT_491015	3399	1132	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	2092310	2095648	+	XM_002867000.1		XP_002867046.1	hypothetical protein		9305122	ARALYDRAFT_491044	1926	1926	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	2093342	2095392	+	XP_002867046.1		XM_002867000.1	hypothetical protein		9305122	ARALYDRAFT_491044	1266	421	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	2101423	2102604	-	XM_002869005.1		XP_002869051.1	predicted protein		9303121	ARALYDRAFT_656398	849	849	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	2101423	2102604	-	XP_002869051.1		XM_002869005.1	hypothetical protein		9303121	ARALYDRAFT_656398	849	282	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	2671800	2673151	-	XM_002869083.1		XP_002869129.1	hypothetical protein		9303180	ARALYDRAFT_912916	394	394	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	2671820	2673131	-	XP_002869129.1		XM_002869083.1	hypothetical protein		9303180	ARALYDRAFT_912916	354	117	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	3168263	3170276	+	XM_002867118.1		XP_002867164.1	L-galactose dehydrogenase		9303236	ARALYDRAFT_491313	1149	1149	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	3168305	3170129	+	XP_002867164.1		XM_002867118.1	L-galactose dehydrogenase		9303236	ARALYDRAFT_491313	960	319	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	3224142	3231313	-	XM_002869165.1		XP_002869211.1	predicted protein		9303246	ARALYDRAFT_656670	2850	2850	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	3224142	3231313	-	XP_002869211.1		XM_002869165.1	hypothetical protein		9303246	ARALYDRAFT_656670	2850	949	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	3889795	3891341	+	XM_002867201.1		XP_002867247.1	hypothetical protein		9303319	ARALYDRAFT_491493	898	898	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	3889883	3891181	+	XP_002867247.1		XM_002867201.1	hypothetical protein		9303319	ARALYDRAFT_491493	669	222	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4039725	4041928	-	XM_002869251.1		XP_002869297.1	hypothetical protein		9305368	ARALYDRAFT_913253	811	811	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4039745	4041908	-	XP_002869297.1		XM_002869251.1	hypothetical protein		9305368	ARALYDRAFT_913253	771	256	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4187034	4189849	-	XM_002869267.1		XP_002869313.1	hypothetical protein		9305384	ARALYDRAFT_913288	1644	1644	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4187056	4189829	-	XP_002869313.1		XM_002869267.1	hypothetical protein		9305384	ARALYDRAFT_913288	1602	533	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4191726	4193929	+	XM_002867233.1		XP_002867279.1	hypothetical protein		9305385	ARALYDRAFT_913289	1297	1297	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4191746	4193909	+	XP_002867279.1		XM_002867233.1	hypothetical protein		9305385	ARALYDRAFT_913289	1257	418	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4303597	4305625	-	XM_002869276.1		XP_002869322.1	catalytic/ coenzyme binding protein		9303368	ARALYDRAFT_491584	1193	1193	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4303764	4305574	-	XP_002869322.1		XM_002869276.1	catalytic/ coenzyme binding protein		9303368	ARALYDRAFT_491584	975	324	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4317701	4318741	+	XM_002867252.1		XP_002867298.1	hypothetical protein		9305395	ARALYDRAFT_491586	756	756	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4317701	4318594	+	XP_002867298.1		XM_002867252.1	hypothetical protein		9305395	ARALYDRAFT_491586	609	202	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4339030	4343071	-	XM_002869280.1		XP_002869326.1	predicted protein		9305397	ARALYDRAFT_656907	1716	1716	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4339030	4343071	-	XP_002869326.1		XM_002869280.1	hypothetical protein		9305397	ARALYDRAFT_656907	1716	571	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4377676	4378728	+	XM_002867258.1		XP_002867304.1	hypothetical protein		9305402	ARALYDRAFT_491605	1026	1026	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4377683	4378542	+	XP_002867304.1		XM_002867258.1	hypothetical protein		9305402	ARALYDRAFT_491605	833	278	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4379107	4380700	-	XM_002869285.1		XP_002869331.1	hypothetical protein		9303377	ARALYDRAFT_913334	580	580	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4379127	4380680	-	XP_002869331.1		XM_002869285.1	hypothetical protein		9303377	ARALYDRAFT_913334	540	179	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4454010	4461362	-	XM_002869296.1		XP_002869342.1	transducin family protein		9303384	ARALYDRAFT_491627	5805	5805	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4454116	4461282	-	XP_002869342.1		XM_002869296.1	transducin family protein		9303384	ARALYDRAFT_491627	5619	1872	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4461582	4463707	+	XM_002867266.1		XP_002867312.1	endonuclease V family protein		9305414	ARALYDRAFT_491628	1241	1241	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4461609	4463262	+	XP_002867312.1		XM_002867266.1	endonuclease V family protein		9305414	ARALYDRAFT_491628	834	277	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4571191	4573724	+	XM_002867277.1		XP_002867323.1	ubiquitin-specific protease 24	UBP24	9305427	ARALYDRAFT_913383	1695	1695	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4571212	4573703	+	XP_002867323.1		XM_002867277.1	ubiquitin-specific protease 24	UBP24	9305427	ARALYDRAFT_913383	1653	550	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4617548	4622141	+	XM_002867282.1		XP_002867328.1	hypothetical protein		9305434	ARALYDRAFT_491675	3400	3400	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4617548	4621861	+	XP_002867328.1		XM_002867282.1	hypothetical protein		9305434	ARALYDRAFT_491675	3120	1039	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4984924	4987753	+	XM_002867322.1		XP_002867368.1	EMB1353		9303440	ARALYDRAFT_491744	1203	1203	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	4984924	4987396	+	XP_002867368.1		XM_002867322.1	EMB1353		9303440	ARALYDRAFT_491744	936	311	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	5079487	5081459	+	XM_002867334.1		XP_002867380.1	predicted protein		9305477	ARALYDRAFT_657063	1608	1608	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	5079487	5081459	+	XP_002867380.1		XM_002867334.1	hypothetical protein		9305477	ARALYDRAFT_657063	1608	535	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	5482572	5483488	-	XM_002869410.1		XP_002869456.1	hypothetical protein		9305527	ARALYDRAFT_913608	541	541	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	5482592	5483468	-	XP_002869456.1		XM_002869410.1	hypothetical protein		9305527	ARALYDRAFT_913608	501	166	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	5708228	5709673	-	XM_002869447.1		XP_002869493.1	hypothetical protein		9303517	ARALYDRAFT_491908	1008	1008	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	5708316	5709392	-	XP_002869493.1		XM_002869447.1	hypothetical protein		9303517	ARALYDRAFT_491908	651	216	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6025601	6028446	-	XM_002869492.1		XP_002869538.1	predicted protein		9305609	ARALYDRAFT_657288	1557	1557	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6025601	6028446	-	XP_002869538.1		XM_002869492.1	hypothetical protein		9305609	ARALYDRAFT_657288	1557	518	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6037957	6038746	-	XM_002869493.1		XP_002869539.1	hypothetical protein		9305610	ARALYDRAFT_913742	374	374	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6037978	6038726	-	XP_002869539.1		XM_002869493.1	hypothetical protein		9305610	ARALYDRAFT_913742	333	110	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6253664	6256877	+	XM_002867464.1		XP_002867510.1	hypothetical protein		9303582	ARALYDRAFT_492065	2101	2101	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6253745	6256711	+	XP_002867510.1		XM_002867464.1	hypothetical protein		9303582	ARALYDRAFT_492065	1854	617	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6311800	6314425	-	XM_002869525.1		XP_002869571.1	GH3.5/WES1		9303589	ARALYDRAFT_492072	2227	2227	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6312117	6314343	-	XP_002869571.1		XM_002869525.1	GH3.5/WES1		9303589	ARALYDRAFT_492072	1839	612	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6328331	6329980	+	XM_002867471.1		XP_002867517.1	predicted protein		9305644	ARALYDRAFT_657360	1065	1065	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6328331	6329980	+	XP_002867517.1		XM_002867471.1	hypothetical protein		9305644	ARALYDRAFT_657360	1065	354	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6496658	6498687	+	XM_002867494.1		XP_002867540.1	hypothetical protein		9303612	ARALYDRAFT_354113	963	963	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6496658	6498687	+	XP_002867540.1		XM_002867494.1	hypothetical protein		9303612	ARALYDRAFT_354113	963	320	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6537500	6541126	+	XM_002867500.1		XP_002867546.1	MRH5/SHV3		9305668	ARALYDRAFT_492137	2672	2672	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6537616	6540771	+	XP_002867546.1		XM_002867500.1	MRH5/SHV3		9305668	ARALYDRAFT_492137	2271	756	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6559807	6563157	-	XM_002869554.1		XP_002869600.1	RNA recognition motif-containing protein		9305671	ARALYDRAFT_492141	2401	2401	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6560376	6562465	-	XP_002869600.1		XM_002869554.1	RNA recognition motif-containing protein		9305671	ARALYDRAFT_492141	1368	455	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6691188	6693688	+	XM_002867521.1		XP_002867567.1	antitermination NusB domain-containing protein		9305685	ARALYDRAFT_492177	1345	1345	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6691265	6693323	+	XP_002867567.1		XM_002867521.1	antitermination NusB domain-containing protein		9305685	ARALYDRAFT_492177	903	300	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6775853	6777310	-	XM_002869579.1		XP_002869625.1	hypothetical protein		9305696	ARALYDRAFT_492196	801	801	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	6775984	6777294	-	XP_002869625.1		XM_002869579.1	hypothetical protein		9305696	ARALYDRAFT_492196	654	217	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7079722	7080936	+	XM_002867557.1		XP_002867603.1	actin binding protein		9305737	ARALYDRAFT_492268	655	655	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7079777	7080731	+	XP_002867603.1		XM_002867557.1	actin binding protein		9305737	ARALYDRAFT_492268	414	137	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7103793	7107913	+	XM_002867560.1		XP_002867606.1	hypothetical protein		9303678	ARALYDRAFT_492274	2673	2673	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7104208	7107668	+	XP_002867606.1		XM_002867560.1	hypothetical protein		9303678	ARALYDRAFT_492274	2247	748	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7109187	7112411	-	XM_002869623.1		XP_002869669.1	hypothetical protein		9303679	ARALYDRAFT_354233	1992	1992	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7109187	7112411	-	XP_002869669.1		XM_002869623.1	hypothetical protein		9303679	ARALYDRAFT_354233	1992	663	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7293806	7298859	+	XM_002867581.1		XP_002867627.1	hypothetical protein		9303699	ARALYDRAFT_492327	2703	2703	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7293806	7298739	+	XP_002867627.1		XM_002867581.1	hypothetical protein		9303699	ARALYDRAFT_492327	2583	860	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7348016	7349994	+	XM_002867587.1		XP_002867633.1	hypothetical protein		9305766	ARALYDRAFT_914086	1030	1030	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7348036	7349974	+	XP_002867633.1		XM_002867587.1	hypothetical protein		9305766	ARALYDRAFT_914086	990	329	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7456688	7461912	+	XM_002867605.1		XP_002867651.1	hypothetical protein		9303723	ARALYDRAFT_492371	1536	1536	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7456688	7459780	+	XP_002867651.1		XM_002867605.1	hypothetical protein		9303723	ARALYDRAFT_492371	1434	477	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7647113	7648266	+	XM_002867621.1		XP_002867667.1	hypothetical protein		9303739	ARALYDRAFT_492418	1110	1110	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7647113	7648266	+	XP_002867667.1		XM_002867621.1	hypothetical protein		9303739	ARALYDRAFT_492418	1110	369	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7696283	7697579	-	XM_002869685.1		XP_002869731.1	hypothetical protein		9303747	ARALYDRAFT_914168	1210	1210	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7696303	7697556	-	XP_002869731.1		XM_002869685.1	hypothetical protein		9303747	ARALYDRAFT_914168	1167	388	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7707101	7711297	+	XM_002867631.1		XP_002867677.1	hypothetical protein		9303749	ARALYDRAFT_492441	2712	2712	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7707158	7711114	+	XP_002867677.1		XM_002867631.1	hypothetical protein		9303749	ARALYDRAFT_492441	2472	823	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7721395	7723812	-	XM_002869688.1		XP_002869734.1	hydrolase, alpha/beta fold family protein		9305805	ARALYDRAFT_914176	1296	1296	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7721415	7723790	-	XP_002869734.1		XM_002869688.1	hydrolase, alpha/beta fold family protein		9305805	ARALYDRAFT_914176	1254	417	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7738736	7739567	-	XM_002869690.1		XP_002869736.1	hypothetical protein		9303752	ARALYDRAFT_492450	728	728	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7738902	7739464	-	XP_002869736.1		XM_002869690.1	hypothetical protein		9303752	ARALYDRAFT_492450	474	157	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7902108	7902552	-	XM_002869718.1		XP_002869764.1	hypothetical protein		9303764	ARALYDRAFT_329281	213	213	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	7902108	7902552	-	XP_002869764.1		XM_002869718.1	hypothetical protein		9303764	ARALYDRAFT_329281	213	70	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8510676	8511960	-	XM_002869764.1		XP_002869810.1	glycoprotease M22 family protein		9305881	ARALYDRAFT_914341	1105	1105	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8510696	8511937	-	XP_002869810.1		XM_002869764.1	glycoprotease M22 family protein		9305881	ARALYDRAFT_914341	1062	353	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8765542	8766776	-	XM_002869788.1		XP_002869834.1	F-box family protein		9303858	ARALYDRAFT_492647	1197	1197	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8765542	8766776	-	XP_002869834.1		XM_002869788.1	F-box family protein		9303858	ARALYDRAFT_492647	1197	398	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8769178	8770426	-	XM_002869789.1		XP_002869835.1	hypothetical protein		9305906	ARALYDRAFT_914403	1249	1249	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8769198	8770406	-	XP_002869835.1		XM_002869789.1	hypothetical protein		9305906	ARALYDRAFT_914403	1209	402	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8771062	8772277	-	XM_002869790.1		XP_002869836.1	hypothetical protein		9305907	ARALYDRAFT_914404	1216	1216	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8771082	8772257	-	XP_002869836.1		XM_002869790.1	hypothetical protein		9305907	ARALYDRAFT_914404	1176	391	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8772507	8773773	-	XM_002869791.1		XP_002869837.1	hypothetical protein		9305908	ARALYDRAFT_914405	1198	1198	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8772530	8773753	-	XP_002869837.1		XM_002869791.1	hypothetical protein		9305908	ARALYDRAFT_914405	1155	384	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8819376	8821950	+	XM_002867748.1		XP_002867794.1	glycosyl hydrolase family 1 protein		9303866	ARALYDRAFT_492664	1506	1506	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	8819376	8821950	+	XP_002867794.1		XM_002867748.1	glycosyl hydrolase family 1 protein		9303866	ARALYDRAFT_492664	1506	501	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9484829	9485373	+	XM_002867819.1		XP_002867865.1	hypothetical protein		9303937	ARALYDRAFT_492780	545	545	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9484829	9485373	+	XP_002867865.1		XM_002867819.1	hypothetical protein		9303937	ARALYDRAFT_492780	545	182	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9574189	9583378	+	XM_002867827.1		XP_002867873.1	hypothetical protein		9305994	ARALYDRAFT_492801	4326	4326	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9574189	9583143	+	XP_002867873.1		XM_002867827.1	hypothetical protein		9305994	ARALYDRAFT_492801	4140	1379	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9676731	9678205	-	XM_002869889.1		XP_002869935.1	chloroplast elongation factor tub		9303958	ARALYDRAFT_914622	1475	1475	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9676755	9678185	-	XP_002869935.1		XM_002869889.1	chloroplast elongation factor tub		9303958	ARALYDRAFT_914622	1431	476	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9734339	9735872	-	XM_002869898.1		XP_002869944.1	hypothetical protein		9306015	ARALYDRAFT_329544	675	675	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9734339	9735872	-	XP_002869944.1		XM_002869898.1	hypothetical protein		9306015	ARALYDRAFT_329544	675	224	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9760974	9764811	-	XM_002869900.1		XP_002869946.1	hypothetical protein		9303962	ARALYDRAFT_354732	3759	3759	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	9760974	9764811	-	XP_002869946.1		XM_002869900.1	hypothetical protein		9303962	ARALYDRAFT_354732	3759	1252	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10207768	10211367	+	XM_002867890.1		XP_002867936.1	hypothetical protein		9306059	ARALYDRAFT_492917	3238	3238	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10207838	10210291	+	XP_002867936.1		XM_002867890.1	hypothetical protein		9306059	ARALYDRAFT_492917	2454	817	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10351447	10354033	+	XM_002867904.1		XP_002867950.1	nucleoside phosphatase family protein		9304022	ARALYDRAFT_492932	2418	2418	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10351447	10353841	+	XP_002867950.1		XM_002867904.1	nucleoside phosphatase family protein		9304022	ARALYDRAFT_492932	2226	741	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10477330	10477888	-	XM_002869962.1		XP_002870008.1	hypothetical protein		9304039	ARALYDRAFT_492961	559	559	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10477528	10477848	-	XP_002870008.1		XM_002869962.1	hypothetical protein		9304039	ARALYDRAFT_492961	321	107	partial
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10576824	10577836	-	XM_002869975.1		XP_002870021.1	predicted protein		9306092	ARALYDRAFT_658234	516	516	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10576824	10577836	-	XP_002870021.1		XM_002869975.1	hypothetical protein		9306092	ARALYDRAFT_658234	516	171	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10792801	10793782	+	XM_002867943.1		XP_002867989.1	D-Tyr-tRNA deacylase family protein		9306115	ARALYDRAFT_914835	502	502	
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10792821	10793762	+	XP_002867989.1		XM_002867943.1	D-Tyr-tRNA deacylase family protein		9306115	ARALYDRAFT_914835	462	153	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10960140	10963672	+	XM_002867958.1		XP_002868004.1	hypothetical protein		9304076	ARALYDRAFT_493040	1805	1805	partial
CDS		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10960268	10963672	+	XP_002868004.1		XM_002867958.1	hypothetical protein		9304076	ARALYDRAFT_493040	1677	558	
mRNA		GCF_000004255.1	Primary Assembly	unplaced scaffold		NW_003302549.1	10979802	10981477	+	XM_002867960.1		XP_002868006.1	hypothetical protein		9304078	ARALYDRAFT_493043	941	941	
