# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	16556874	16558362	+	NP_567970.1		NM_119636.4	LYR family of Fe/S cluster biogenesis protein	CIB22	829622	AT4G34700	354	117	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17004522	17006308	+	NM_119756.5		NP_195315.3	Basic-leucine zipper (bZIP) transcription factor family protein	FD	829744	AT4G35900	1438	1438	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17004746	17005952	+	NP_195315.3		NM_119756.5	Basic-leucine zipper (bZIP) transcription factor family protein	FD	829744	AT4G35900	858	285	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17011788	17015493	-	NM_119759.4		NP_195317.2	PLAC8 family protein	MCA1	829747	AT4G35920	2240	2240	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17011788	17015155	-	NM_179172.3		NP_849503.1	PLAC8 family protein	MCA1	829747	AT4G35920	1934	1934	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17011788	17015099	-	NM_001342380.1		NP_001329715.1	PLAC8 family protein	MCA1	829747	AT4G35920	2012	2012	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17011788	17015099	-	NM_179173.4		NP_849504.2	PLAC8 family protein	MCA1	829747	AT4G35920	2161	2161	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17011788	17014760	-	NM_001342381.1		NP_001329716.1	PLAC8 family protein	MCA1	829747	AT4G35920	1900	1900	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17012106	17014192	-	NP_001329715.1		NM_001342380.1	PLAC8 family protein	MCA1	829747	AT4G35920	1266	421	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17012106	17014192	-	NP_001329716.1		NM_001342381.1	PLAC8 family protein	MCA1	829747	AT4G35920	1266	421	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17012106	17014192	-	NP_195317.2		NM_119759.4	PLAC8 family protein	MCA1	829747	AT4G35920	1266	421	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17012106	17014192	-	NP_849503.1		NM_179172.3	PLAC8 family protein	MCA1	829747	AT4G35920	1266	421	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17012106	17014192	-	NP_849504.2		NM_179173.4	PLAC8 family protein	MCA1	829747	AT4G35920	1266	421	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17119973	17123855	-	NM_119785.4		NP_195341.2	Leucine-rich receptor-like protein kinase family protein		829775	AT4G36180	3804	3804	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17120209	17123698	-	NP_195341.2		NM_119785.4	Leucine-rich receptor-like protein kinase family protein		829775	AT4G36180	3411	1136	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17203010	17204346	-	NM_119805.2		NP_195360.1	Ribosomal protein L12 family protein		829794	AT4G36420	929	929	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17203718	17204257	-	NP_195360.1		NM_119805.2	Ribosomal protein L12 family protein		829794	AT4G36420	540	179	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17243583	17245296	+	NM_119817.3		NP_195372.1	BR enhanced expression 2	BEE2	829806	AT4G36540	1362	1362	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17243699	17244965	+	NP_195372.1		NM_119817.3	BR enhanced expression 2	BEE2	829806	AT4G36540	915	304	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17346805	17348265	+	NM_119846.4		NP_195400.2	calcium uniporter (DUF607)		829835	AT4G36820	1372	1372	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17346889	17347994	+	NP_195400.2		NM_119846.4	calcium uniporter (DUF607)		829835	AT4G36820	1017	338	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17541771	17546546	-	NM_119890.7		NP_195444.1	heavy metal atpase 1	HMA1	829881	AT4G37270	2870	2870	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17541987	17546352	-	NP_195444.1		NM_119890.7	heavy metal atpase 1	HMA1	829881	AT4G37270	2460	819	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17631500	17633249	+	NM_119916.4		NP_195468.1	Peroxidase superfamily protein		829907	AT4G37520	1383	1383	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17631704	17633060	+	NP_195468.1		NM_119916.4	Peroxidase superfamily protein		829907	AT4G37520	990	329	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17869279	17872614	-	NM_119966.5		NP_195518.2	Xanthine/uracil permease family protein		829961	AT4G38050	2533	2533	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	17869529	17872461	-	NP_195518.2		NM_119966.5	Xanthine/uracil permease family protein		829961	AT4G38050	2130	709	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18076301	18077369	-	NM_120031.3		NP_195582.2	Disease resistance-responsive (dirigent-like protein) family protein		830026	AT4G38700	1069	1069	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18076583	18077155	-	NP_195582.2		NM_120031.3	Disease resistance-responsive (dirigent-like protein) family protein		830026	AT4G38700	573	190	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18374368	18377309	-	NM_120113.2		NP_195663.1	Tetratricopeptide repeat (TPR)-like superfamily protein		830107	AT4G39530	2942	2942	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18374736	18377240	-	NP_195663.1		NM_120113.2	Tetratricopeptide repeat (TPR)-like superfamily protein		830107	AT4G39530	2505	834	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18384000	18385548	-	NM_120117.4		NP_195667.1	Galactose oxidase/kelch repeat superfamily protein		830111	AT4G39570	1549	1549	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18384254	18385441	-	NP_195667.1		NM_120117.4	Galactose oxidase/kelch repeat superfamily protein		830111	AT4G39570	1188	395	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18397591	18399387	-	NM_120123.2		NP_568063.1	translation initiation factor		830117	AT4G39630	984	984	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18397749	18399263	-	NP_568063.1		NM_120123.2	translation initiation factor		830117	AT4G39630	702	233	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18474481	18475804	-	NM_120144.5		NP_195691.4	Polynucleotidyl transferase, ribonuclease H-like superfamily protein		830140	AT4G39810	964	964	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18474608	18475735	-	NP_195691.4		NM_120144.5	Polynucleotidyl transferase, ribonuclease H-like superfamily protein		830140	AT4G39810	768	255	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18525246	18527579	+	NM_120158.2		NP_195705.1	cytochrome P450, family 79, subfamily B, polypeptide 2	CYP79B2	830154	AT4G39950	1986	1986	
CDS		GCF_000001735.3	Primary Assembly	chromosome	4	NC_003075.7	18525311	18527284	+	NP_195705.1		NM_120158.2	cytochrome P450, family 79, subfamily B, polypeptide 2	CYP79B2	830154	AT4G39950	1626	541	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	198906	201586	+	NM_120228.4		NP_195770.1	thylakoid ATP/ADP carrier	TAAC	831861	AT5G01500	1616	1616	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	199017	201329	+	NP_195770.1		NM_120228.4	thylakoid ATP/ADP carrier	TAAC	831861	AT5G01500	1248	415	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	377231	379911	-	NM_120277.3		NP_195819.1	Auxin efflux carrier family protein		830729	AT5G01990	1749	1749	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	377373	379600	-	NP_195819.1		NM_120277.3	Auxin efflux carrier family protein		830729	AT5G01990	1296	431	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	657675	659800	+	NM_120365.4		NP_195907.1	Ribosomal protein L4/L1 family		831756	AT5G02870	1653	1653	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	657830	659526	+	NP_195907.1		NM_120365.4	Ribosomal protein L4/L1 family		831756	AT5G02870	1224	407	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	661936	669124	+	NM_120366.4		NP_195908.1	ubiquitin-protein ligase 4	UPL4	831758	AT5G02880	5068	5068	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	662643	668847	+	NP_195908.1		NM_120366.4	ubiquitin-protein ligase 4	UPL4	831758	AT5G02880	4509	1502	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1046981	1047955	+	NM_120470.2		NP_196009.1	hypothetical protein		831673	AT5G03890	975	975	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1047150	1047689	+	NP_196009.1		NM_120470.2	hypothetical protein		831673	AT5G03890	540	179	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1259435	1263937	+	NM_001342774.1		NP_001318480.1	RING/U-box superfamily protein		830324	AT5G04460	3331	3331	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1259521	1263922	+	NM_001342775.1		NP_001331156.1	RING/U-box superfamily protein		830324	AT5G04460	3032	3032	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1259531	1264025	+	NM_001203295.1		NP_001190224.1	RING/U-box superfamily protein		830324	AT5G04460	3112	3112	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1260009	1263862	+	NM_120528.3		NP_196066.2	RING/U-box superfamily protein		830324	AT5G04460	2759	2759	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1260009	1263695	+	NP_001318480.1		NM_001342774.1	RING/U-box superfamily protein		830324	AT5G04460	2592	863	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1260009	1263695	+	NP_001331156.1		NM_001342775.1	RING/U-box superfamily protein		830324	AT5G04460	2592	863	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1260009	1263695	+	NP_196066.2		NM_120528.3	RING/U-box superfamily protein		830324	AT5G04460	2592	863	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1260009	1263695	+	NP_001190224.1		NM_001203295.1	RING/U-box superfamily protein		830324	AT5G04460	2592	863	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1401983	1404136	-	NM_180435.4		NP_850766.1	Nuclear transport factor 2 (NTF2) family protein		830362	AT5G04830	1216	1216	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1402045	1403845	-	NM_120565.3		NP_568142.1	Nuclear transport factor 2 (NTF2) family protein		830362	AT5G04830	960	960	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1402294	1403671	-	NP_568142.1		NM_120565.3	Nuclear transport factor 2 (NTF2) family protein		830362	AT5G04830	537	178	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1402294	1403671	-	NP_850766.1		NM_180435.4	Nuclear transport factor 2 (NTF2) family protein		830362	AT5G04830	537	178	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1719533	1722933	-	NM_120655.4		NP_196192.1	anthranilate synthase alpha subunit 1	ASA1	830457	AT5G05730	2117	2117	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1719740	1722811	-	NP_196192.1		NM_120655.4	anthranilate synthase alpha subunit 1	ASA1	830457	AT5G05730	1788	595	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1855995	1858903	-	NM_120696.4		NP_196232.1	sorting nexin 1	SNX1	830501	AT5G06140	1577	1577	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1856212	1858752	-	NP_196232.1		NM_120696.4	sorting nexin 1	SNX1	830501	AT5G06140	1209	402	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1878449	1879875	+	NM_120703.3		NP_196239.1	RNA binding (RRM/RBD/RNP motifs) family protein		830508	AT5G06210	849	849	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1878497	1879515	+	NP_196239.1		NM_120703.3	RNA binding (RRM/RBD/RNP motifs) family protein		830508	AT5G06210	441	146	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1974535	1975530	-	NM_120730.2		NP_196265.1	Glutaredoxin family protein		830535	AT5G06470	996	996	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	1974659	1975378	-	NP_196265.1		NM_120730.2	Glutaredoxin family protein		830535	AT5G06470	720	239	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2048243	2055485	-	NM_001342891.1		NP_001318493.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein		830555	AT5G06670	3108	3108	partial
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2048243	2055019	-	NM_120750.5		NP_196285.5	P-loop containing nucleoside triphosphate hydrolases superfamily protein		830555	AT5G06670	2961	2961	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2048243	2055019	-	NP_001318493.1		NM_001342891.1	P-loop containing nucleoside triphosphate hydrolases superfamily protein		830555	AT5G06670	2961	986	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2048243	2055019	-	NP_196285.5		NM_120750.5	P-loop containing nucleoside triphosphate hydrolases superfamily protein		830555	AT5G06670	2961	986	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2060443	2062081	-	NM_120752.4		NP_568172.1	WCRKC thioredoxin 1	WCRKC1	830558	AT5G06690	966	966	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2060651	2061956	-	NP_568172.1		NM_120752.4	WCRKC thioredoxin 1	WCRKC1	830558	AT5G06690	633	210	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2116509	2119640	-	NM_120766.4		NP_196301.2	hypothetical protein		830574	AT5G06830	2104	2104	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2116882	2119559	-	NP_196301.2		NM_120766.4	hypothetical protein		830574	AT5G06830	1650	549	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2407401	2409259	-	NM_120844.2		NP_196379.1	Protein kinase superfamily protein		830655	AT5G07620	1273	1273	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2407401	2409066	-	NP_196379.1		NM_120844.2	Protein kinase superfamily protein		830655	AT5G07620	1080	359	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2580422	2582817	+	NM_120888.5		NP_196423.1	furry		830700	AT5G08060	1237	1237	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2580588	2580983	+	NP_196423.1		NM_120888.5	furry		830700	AT5G08060	396	131	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2716313	2720442	+	NM_120928.3		NP_196460.2	SWIB/MDM2 and Plus-3 and GYF domain-containing protein		830742	AT5G08430	2670	2670	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2716974	2720095	+	NP_196460.2		NM_120928.3	SWIB/MDM2 and Plus-3 and GYF domain-containing protein		830742	AT5G08430	1662	553	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2733220	2735455	+	NM_120931.2		NP_196463.1	GDSL-like Lipase/Acylhydrolase superfamily protein		830745	AT5G08460	1262	1262	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2733220	2735351	+	NP_196463.1		NM_120931.2	GDSL-like Lipase/Acylhydrolase superfamily protein		830745	AT5G08460	1158	385	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2743330	2747998	-	NM_001343008.1		NP_001318512.1	Tetratricopeptide repeat (TPR)-like superfamily protein	SLG1	830748	AT5G08490	4165	4165	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2743342	2747992	-	NM_001343010.1		NP_001331757.1	Tetratricopeptide repeat (TPR)-like superfamily protein	SLG1	830748	AT5G08490	4570	4570	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2745208	2748008	-	NM_120934.2		NP_196466.1	Tetratricopeptide repeat (TPR)-like superfamily protein	SLG1	830748	AT5G08490	2801	2801	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2745208	2747757	-	NP_001318512.1		NM_001343008.1	Tetratricopeptide repeat (TPR)-like superfamily protein	SLG1	830748	AT5G08490	2550	849	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2745208	2747757	-	NP_001331757.1		NM_001343010.1	Tetratricopeptide repeat (TPR)-like superfamily protein	SLG1	830748	AT5G08490	2550	849	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2745208	2747757	-	NP_196466.1		NM_120934.2	Tetratricopeptide repeat (TPR)-like superfamily protein	SLG1	830748	AT5G08490	2550	849	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2962057	2963441	-	NM_120991.3		NP_196516.1	Chaperone DnaJ-domain superfamily protein		830813	AT5G09540	1385	1385	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	2962422	2963264	-	NP_196516.1		NM_120991.3	Chaperone DnaJ-domain superfamily protein		830813	AT5G09540	843	280	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3058907	3062190	+	NM_121021.3		NP_196546.1	Putative endonuclease or glycosyl hydrolase		830844	AT5G09840	3115	3115	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3059027	3061970	+	NP_196546.1		NM_121021.3	Putative endonuclease or glycosyl hydrolase		830844	AT5G09840	2775	924	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3709442	3714124	-	NM_121194.4		NP_196717.3	catalytics		831028	AT5G11560	3371	3371	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3709734	3713994	-	NP_196717.3		NM_121194.4	catalytics		831028	AT5G11560	2949	982	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3727453	3728726	-	NM_121197.3		NP_196720.1	Integrase-type DNA-binding superfamily protein	TINY2	831031	AT5G11590	1274	1274	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3727789	3728499	-	NP_196720.1		NM_121197.3	Integrase-type DNA-binding superfamily protein	TINY2	831031	AT5G11590	711	236	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3844940	3845711	-	NM_121231.3		NP_196754.2	Thioredoxin superfamily protein		831066	AT5G11930	772	772	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	3845165	3845611	-	NP_196754.2		NM_121231.3	Thioredoxin superfamily protein		831066	AT5G11930	447	148	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035181	4038932	-	NM_121282.6		NP_568277.5	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	2823	2823	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035322	4042254	-	NM_001343245.1		NP_001332065.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	2955	2955	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035322	4042254	-	NM_001343242.1		NP_001332068.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	3316	3316	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035322	4042198	-	NM_001343240.1		NP_001318550.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	3060	3060	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035322	4042171	-	NM_001343239.1		NP_001332061.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	2685	2685	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035322	4042167	-	NM_001343247.1		NP_001332063.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	2901	2901	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035322	4041334	-	NM_001203367.1		NP_001190296.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	2524	2524	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035891	4038604	-	NP_001332068.1		NM_001343242.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	1953	650	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035891	4038604	-	NP_001318550.1		NM_001343240.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	1953	650	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035891	4038604	-	NP_001332061.1		NM_001343239.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	1953	650	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035891	4038604	-	NP_001332065.1		NM_001343245.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	1953	650	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035891	4038604	-	NP_001332063.1		NM_001343247.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	1953	650	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035891	4038604	-	NP_568277.5		NM_121282.6	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	1953	650	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4035891	4038604	-	NP_001190296.1		NM_001203367.1	CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein		831119	AT5G12440	1953	650	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4170560	4171954	-	NM_121317.3		NP_196818.1	Pollen Ole e 1 allergen and extensin family protein		831153	AT5G13140	1142	1142	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4170688	4171744	-	NP_196818.1		NM_121317.3	Pollen Ole e 1 allergen and extensin family protein		831153	AT5G13140	804	267	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4242896	4246882	+	NM_121329.6		NP_196830.2	myosin		831167	AT5G13260	2087	2087	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4243164	4246677	+	NP_196830.2		NM_121329.6	myosin		831167	AT5G13260	1614	537	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4301792	4304315	-	NM_121345.3		NP_196846.1	Aldolase-type TIM barrel family protein	TRA2	831183	AT5G13420	1708	1708	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4302080	4304212	-	NP_196846.1		NM_121345.3	Aldolase-type TIM barrel family protein	TRA2	831183	AT5G13420	1317	438	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4407077	4409020	-	NM_121370.3		NP_196871.1	nodulin MtN21 /EamA-like transporter family protein	UMAMIT15	831212	AT5G13670	1327	1327	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4407205	4408955	-	NP_196871.1		NM_121370.3	nodulin MtN21 /EamA-like transporter family protein	UMAMIT15	831212	AT5G13670	1134	377	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4429095	4430901	-	NM_121376.4		NP_196877.1	sigma factor 4	SIG4	831218	AT5G13730	1454	1454	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4429132	4430744	-	NP_196877.1		NM_121376.4	sigma factor 4	SIG4	831218	AT5G13730	1260	419	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4541780	4542585	+	NM_121410.3		NP_196911.1	Thioredoxin superfamily protein	ROXY2	831256	AT5G14070	806	806	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4541915	4542337	+	NP_196911.1		NM_121410.3	Thioredoxin superfamily protein	ROXY2	831256	AT5G14070	423	140	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4670561	4672072	-	NM_001343339.1		NP_001330343.1	NAC domain containing protein 85	NAC085	831300	AT5G14490	1182	1182	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4670657	4672072	-	NP_001330343.1		NM_001343339.1	NAC domain containing protein 85	NAC085	831300	AT5G14490	1086	361	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4670779	4672958	-	NM_001343340.1		NP_001330344.1	NAC domain containing protein 85	NAC085	831300	AT5G14490	1162	1162	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4670779	4672840	-	NP_001330344.1		NM_001343340.1	NAC domain containing protein 85	NAC085	831300	AT5G14490	1044	347	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4670779	4672099	-	NM_121453.2		NP_196953.1	NAC domain containing protein 85	NAC085	831300	AT5G14490	1080	1080	partial
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4670779	4672072	-	NP_196953.1		NM_121453.2	NAC domain containing protein 85	NAC085	831300	AT5G14490	1053	350	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4691006	4694055	-	NM_121459.5		NP_196959.2	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein		831306	AT5G14550	1772	1772	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	4691321	4693732	-	NP_196959.2		NM_121459.5	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein		831306	AT5G14550	1134	377	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	5316197	5322700	+	NM_121632.4		NP_197131.2	sister chromatid cohesion 1 protein 4	SYN4	831487	AT5G16270	3795	3795	
CDS		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	5316783	5322330	+	NP_197131.2		NM_121632.4	sister chromatid cohesion 1 protein 4	SYN4	831487	AT5G16270	3096	1031	
mRNA		GCF_000001735.3	Primary Assembly	chromosome	5	NC_003076.8	5637830	5638273	+	NM_121720.1		NP_197216.1	Cysteine proteinases superfamily protein		831578	AT5G17140	339	339	partial
